@ NAME             %16s "INITIAL_PS_DISTR"
@ TYPE             %04s "USER"
@ TITLE            %11s "SPS SE init"
@ ORIGIN           %22s "MAD-X 5.01.00 Linux 64"
@ DATE             %08s "16/12/13"
@ TIME             %08s "15.28.02"
 *  NUMBER  TURN                   X                  PX                   Y                  PY    T                  PT    S      E 
 $      %d    %d                 %le                 %le                 %le                 %le  %le                 %le  %le    %le 
        52     0  -0.000925197161418  -1.06665979427e-05  -0.000614615242327    6.6376941182e-05  0.0  -0.000105186316185  0.0  400.0 
        53     0    0.00112129309107   2.45789444719e-05    0.00093129729477  -9.92205355017e-06  0.0  -5.20507456559e-05  0.0  400.0 
        54     0    0.00194752632514   4.38593561664e-05   0.000819239773123   8.10146985669e-06  0.0   0.000100605673448  0.0  400.0 
        55     0   0.000414232340023   1.74929480833e-05   0.000208337176331   3.14916626984e-05  0.0  -0.000138671571301  0.0  400.0 
        56     0    -0.0010088671571  -3.01576006221e-05    5.0912909521e-05   3.47267558324e-05  0.0  -0.000118006859577  0.0  400.0 
        57     0  -0.000316472515779    7.0287421265e-06   0.000647531378193   2.94081445756e-06  0.0   2.85842847244e-05  0.0  400.0 
        58     0    0.00180006852292   6.71031152786e-05  -0.000392730510314   3.30077428974e-05  0.0   0.000135788226425  0.0  400.0 
        59     0   0.000584568685801  -7.62165641253e-06  -0.000122699665436   2.03242725877e-05  0.0  -0.000115550060082  0.0  400.0 
        60     0  -0.000790224567663  -7.53447770679e-06  -0.000163230546471  -2.72494245995e-05  0.0  -0.000175532264739  0.0  400.0 
        61     0  -0.000143527057458   4.05728206365e-06   -0.00028638412291  -5.02722042858e-06  0.0  -0.000188787546834  0.0  400.0 
        62     0    0.00218899572646    3.6335407463e-05    0.00113807002081   5.36805494024e-05  0.0   9.97828014353e-05  0.0  400.0 
        63     0    0.00237843660854   6.50233506524e-05   0.000157462840689   1.86576027872e-05  0.0  -0.000215969010779  0.0  400.0 
        64     0    0.00391176301155    8.2048345951e-05   0.000713255590939  -2.98567142689e-06  0.0    0.00022560442926  0.0  400.0 
        65     0    0.00118059753773   2.11658610767e-05    0.00216314627206  -5.47995721316e-05  0.0  -0.000149644134911  0.0  400.0 
        66     0   -0.00145339493579  -4.31953152019e-05  -0.000305830756731    1.9545271814e-05  0.0   1.89321393128e-05  0.0  400.0 
        67     0    0.00163367141541   2.86523688311e-05   0.000350885390698   5.40018162161e-05  0.0  -0.000246145356197  0.0  400.0 
        68     0  -0.000143432165649  -7.06065584069e-07   0.000323830915997  -1.17453867957e-05  0.0  -0.000192486923428  0.0  400.0 
        69     0  -0.000613458407289  -1.81673035021e-05  -9.08526732724e-05   3.09831920534e-05  0.0  -0.000205608445384  0.0  400.0 
        70     0    0.00386042572025   7.82916183198e-05   -0.00110672536441   0.000114706771707  0.0   0.000130379391148  0.0  400.0 
        71     0   0.000779332208765   4.08555777603e-05    0.00041953419286    1.8966934513e-05  0.0  -0.000109401107587  0.0  400.0 
        72     0   0.000888255691148   3.62978821589e-05   0.000317791441375  -5.89191689694e-06  0.0   8.68954955145e-05  0.0  400.0 
        73     0    0.00272561336217   6.72280969942e-05   0.000386030091489   2.36855623304e-05  0.0   5.48814840878e-06  0.0  400.0 
        74     0    0.00258088734091   7.74905842515e-05   0.000139778249251   5.28750656778e-05  0.0   0.000142044864668  0.0  400.0 
        75     0    0.00163270028162    2.0385372639e-05    -0.0011410608758   2.61228206942e-05  0.0   1.66583651535e-05  0.0  400.0 
        76     0    0.00027417521263  -5.33386058049e-06   -0.00071070500712   6.13889764699e-05  0.0   0.000154572160956  0.0  400.0 
        77     0    0.00296571801327   6.98733515041e-05   0.000116870929265   6.93916564624e-05  0.0   -0.00012047011603  0.0  400.0 
        78     0    0.00312004614269   4.61326952584e-05   0.000681950947079   3.51670145793e-05  0.0   0.000139553036238  0.0  400.0 
        79     0    0.00247534150064   7.11546638465e-05   0.000455048818158   1.45112409178e-05  0.0   0.000183211367949  0.0  400.0 
        80     0    0.00136469509606   4.09336556913e-05   0.000687344833645  -5.04757050456e-05  0.0  -6.35903590698e-05  0.0  400.0 
        81     0    0.00181411331438   3.77195614727e-05   0.000652572140656   -1.7546891722e-05  0.0   3.78642384904e-05  0.0  400.0 
        82     0   0.000830001761956   3.65093742702e-05   0.000226378747065   2.30091928278e-05  0.0   0.000103108264909  0.0  400.0 
        83     0    -0.0010933746246  -3.74771080686e-05   0.000470045630602   1.04093840747e-05  0.0  -7.99253840125e-05  0.0  400.0 
        84     0    0.00188781866175   5.21315251164e-05  -0.000480220993004   7.40768085969e-05  0.0  -2.27124279164e-05  0.0  400.0 
        85     0    0.00203167746353   4.91386521894e-05   0.000154451447224   1.33523321747e-05  0.0   0.000138944074723  0.0  400.0 
        86     0    0.00237087440885   6.69608835665e-05   0.000366221027605   8.35842271218e-06  0.0   0.000167964342061  0.0  400.0 
        87     0    0.00121810918028   2.47967018373e-05  -1.20378504692e-05   2.02618287571e-05  0.0  -0.000158798948838  0.0  400.0 
        88     0   0.000662951164671   1.89185985116e-05   0.000839266681966  -4.53821009793e-05  0.0   0.000148275346859  0.0  400.0 
        89     0    0.00118146791533   2.42937505991e-05  -7.72828717619e-05  -5.41954718852e-06  0.0  -1.25041587138e-06  0.0  400.0 
        90     0   -0.00115254673117  -1.63723504206e-05   0.000608757846796   2.86482103637e-05  0.0  -0.000112713912447  0.0  400.0 
        91     0   0.000733340298183   1.38471147925e-07  -0.000528295615679   7.38020445115e-05  0.0    0.00019354112269  0.0  400.0 
        92     0   0.000736875164484   4.56195117189e-05   0.000744992023132  -8.71769631921e-06  0.0  -0.000197760398675  0.0  400.0 
        93     0    0.00208131746768    5.5262093972e-05   -0.00177683787961   7.80378166133e-05  0.0  -0.000123193902073  0.0  400.0 
        94     0   -0.00118780743552  -2.42182129948e-05   0.000368195931542  -1.17089499907e-05  0.0  -0.000162108124381  0.0  400.0 
        95     0   -0.00225315544653  -3.53793035144e-05   0.000440774255859   1.28689845044e-05  0.0  -0.000154343098138  0.0  400.0 
        96     0  -7.60680215285e-05  -9.23225290519e-06   0.000353524677226  -1.87118110129e-06  0.0  -0.000218648364157  0.0  400.0 
        97     0   0.000106630651393    8.6512653695e-06   -0.00150561622284   8.53933261116e-05  0.0   5.97928005878e-05  0.0  400.0 
        98     0   0.000684096240662   1.33409122659e-05   -0.00140825093358   0.000102378236854  0.0  -8.23136118709e-05  0.0  400.0 
        99     0    0.00196895990597   4.42429722007e-05   0.000264966978783   4.68395650796e-05  0.0   -3.1094315124e-05  0.0  400.0 
       100     0    0.00200882971338   3.64482221358e-05   -1.7644892257e-05  -4.50179144148e-05  0.0  -0.000169921376155  0.0  400.0 
       101     0   0.000385200941897   1.37716299226e-05   0.000543033075377   -6.5870280361e-06  0.0  -0.000170316794521  0.0  400.0 
       102     0    0.00236374619348   7.10180830094e-05  -0.000170928003845  -6.52522546012e-06  0.0   0.000201396968493  0.0  400.0 
       103     0   -0.00226496720685  -5.72004925119e-05  -0.000427482631078   5.08467744947e-05  0.0   2.58339995395e-05  0.0  400.0 
       104     0   -0.00351009258055  -6.95009668426e-05  -6.31944647081e-05   1.08346539061e-05  0.0   0.000228921991737  0.0  400.0 
       105     0    0.00132286934619   2.66717508884e-05  -0.000477230844165   3.30964567973e-05  0.0  -5.66669287078e-05  0.0  400.0 
       106     0    0.00311970875393   4.86787624646e-05   0.000119418465899   3.69651148571e-05  0.0   0.000106118700278  0.0  400.0 
       107     0   0.000981404517424   6.65374833507e-06   0.000975750414935  -2.60312016106e-05  0.0   0.000177431467615  0.0  400.0 
       108     0  -0.000463417428508  -4.01596042894e-06   0.000750578195873   2.80129832297e-05  0.0  -3.27301322755e-05  0.0  400.0 
       109     0   0.000326295881474   1.61885476348e-05  -0.000521896972657   7.68995867797e-05  0.0  -0.000144963611149  0.0  400.0 
       110     0   0.000430972906155   1.01287246557e-05  -1.23418623581e-05   3.02865783305e-05  0.0   0.000129377453973  0.0  400.0 
       111     0    0.00224964577862   6.48040885344e-05  -0.000619205016847   2.05711071349e-05  0.0   0.000248484197237  0.0  400.0 
       112     0    0.00246209096251   6.41271723049e-05  -0.000476738072102    5.3792780944e-05  0.0  -0.000138685695122  0.0  400.0 
       113     0     0.0016438013413   5.75671816496e-05    0.00077664196346   5.83514064575e-07  0.0   0.000176866203692  0.0  400.0 
       114     0   -0.00226164183616  -4.30943582526e-05  -6.57562790522e-05   4.75686748025e-05  0.0  -6.34958475791e-05  0.0  400.0 
       115     0   0.000764031079749   3.26266328106e-05   0.000936147409799   2.35221383169e-05  0.0  -0.000186219392519  0.0  400.0 
       116     0   0.000644345365329  -1.05409875332e-05   0.000212457842539   2.01589274131e-05  0.0   4.78757070336e-06  0.0  400.0 
       117     0  -0.000718882402588   -1.6062459408e-05  -0.000425889421237   4.70595505772e-05  0.0  -0.000234309663775  0.0  400.0 
       118     0    0.00110083685032   2.51691755291e-05   0.000352633109425  -4.34108695274e-06  0.0   0.000132202347188  0.0  400.0 
       119     0  -0.000516037169272   7.43163173458e-06  -0.000970988004354   4.53972185678e-05  0.0   6.36010294248e-05  0.0  400.0 
       120     0    0.00238573769711   7.88659632425e-05   -0.00030741276661   4.97285786312e-05  0.0  -0.000200724479408  0.0  400.0 
       121     0    0.00109993925025   2.86657613277e-05   0.000485642953421   -1.8692406693e-05  0.0   0.000203867881135  0.0  400.0 
       122     0    0.00127334506905   3.33588550429e-05   0.000830154625957   1.47796333939e-06  0.0  -5.34406786542e-05  0.0  400.0 
       123     0    0.00162092567108   2.59415334574e-05  -0.000603821432687    3.3611272747e-05  0.0   0.000125197121728  0.0  400.0 
       124     0    0.00227098833255   8.13131135377e-05    0.00101603593527  -3.45771334622e-06  0.0  -0.000125848306863  0.0  400.0 
       125     0    0.00042658504176  -8.42363548059e-06   -0.00106544056819   4.08134065336e-05  0.0   5.25051615883e-05  0.0  400.0 
       126     0    0.00115698460028   3.45125851167e-05   -0.00161885095254   8.40286704617e-05  0.0  -0.000104921281063  0.0  400.0 
       127     0    0.00224978443046   3.68807129442e-05  -0.000773943351859   4.20623006954e-05  0.0   0.000114153174512  0.0  400.0 
       128     0    0.00251865813119   7.17855264081e-05   0.000610432196236   -7.0426828047e-06  0.0   0.000220544484018  0.0  400.0 
       129     0    0.00061660898204   9.16861245165e-06   -0.00106195543535   6.91869301166e-05  0.0   -0.00015544078801  0.0  400.0 
       130     0    0.00124233840482   1.89176676789e-05  -0.000495467168697   5.63944136383e-05  0.0   0.000123907136261  0.0  400.0 
       131     0    0.00191576631223   4.39931838393e-05  -0.000400702676327   1.35139696284e-06  0.0  -0.000191679600872  0.0  400.0 
       132     0   0.000468655425116   2.00912730267e-05   0.000688592250519   3.58888081574e-05  0.0   0.000230042570325  0.0  400.0 
       133     0  -0.000120943087038  -4.61209267809e-09   8.59874013974e-05   2.04390094556e-05  0.0   7.67633836702e-05  0.0  400.0 
       134     0  -0.000368694629137  -2.06141824656e-05   -0.00114991223298    8.9240951205e-05  0.0  -0.000246328032101  0.0  400.0 
       135     0  -0.000987776532054  -1.40880301516e-05  -0.000149237885485   4.18143007491e-05  0.0   7.39764487297e-05  0.0  400.0 
       136     0    0.00124423166055   2.61435660064e-05  -0.000628534536684   4.65063484307e-05  0.0  -3.22469777236e-05  0.0  400.0 
       137     0    0.00138547457662   4.82957797604e-05  -0.000188901483829   4.29076106897e-05  0.0   2.10418333654e-05  0.0  400.0 
       138     0   -0.00352543124585  -9.34464941177e-05    0.00023798080281    4.6132740133e-06  0.0    6.8026223464e-05  0.0  400.0 
       139     0   0.000732105678448   1.57069475062e-05   4.70246196743e-06  -4.29037971015e-05  0.0   7.33457139673e-05  0.0  400.0 
       140     0   0.000938756817869   1.53051719512e-05   0.000587516229837   3.47606443156e-05  0.0   0.000112251916906  0.0  400.0 
       141     0    0.00313106505606   4.66289380953e-05   -0.00103201629978   2.17579793028e-06  0.0   0.000208717459492  0.0  400.0 
       142     0   0.000104798188991   5.82992870049e-06  -1.43222168338e-05   3.36202876608e-05  0.0  -0.000247604173394  0.0  400.0 
       143     0    0.00263053309054   5.44441524573e-05  -0.000393715317967   3.51042078636e-05  0.0  -3.16946238811e-05  0.0  400.0 
       144     0  -0.000574310978668  -1.73988418719e-05  -0.000234499603008   1.78002714413e-05  0.0   0.000233956215313  0.0  400.0 
       145     0  -4.76769982472e-05   4.07503882131e-06   0.000394806130111   3.52347621609e-05  0.0  -0.000229081806317  0.0  400.0 
       146     0   0.000751257892138    5.1537818137e-06    0.00122500522931  -2.42912438179e-06  0.0  -0.000232527644422  0.0  400.0 
       147     0    0.00214801162731   5.20414634179e-05   0.000441874183424   2.29559133788e-05  0.0  -5.50726103952e-05  0.0  400.0 
       148     0    0.00328548368165   7.82347655175e-05   0.000613586731095  -7.39946856029e-06  0.0   0.000188003034789  0.0  400.0 
       149     0    0.00180499597182   3.60895107256e-05   -0.00055179769197   7.80488953729e-05  0.0    4.3752290586e-06  0.0  400.0 
       150     0  -0.000697700551448   -1.9685279421e-05   0.000460716749863    4.0070759854e-05  0.0   -0.00022136765562  0.0  400.0 
       151     0    0.00016513855765   3.21494658889e-06  -0.000337159486485   4.70975314087e-05  0.0  -3.13252495761e-05  0.0  400.0 
       152     0     0.0031963791963   9.11406693828e-05   0.000491081992268  -3.77631432428e-06  0.0  -5.92923673578e-05  0.0  400.0 
       153     0   -0.00254336823505  -4.88055011908e-05   0.000210371357718  -2.06180537975e-05  0.0   -0.00021602513854  0.0  400.0 
       154     0     0.0031376283441   6.48744434194e-05  -0.000291395707847   6.40846302419e-05  0.0   0.000234248423149  0.0  400.0 
       155     0    0.00204766238589   3.74046991964e-05   0.000247409259593  -1.12778659734e-06  0.0  -0.000120471771919  0.0  400.0 
       156     0    0.00132181141525   3.31813237121e-05  -0.000740968234079   2.29018113444e-05  0.0    7.4747945385e-05  0.0  400.0 
       157     0   0.000839128835042   2.57334325411e-05   0.000254482345885   2.72644122048e-05  0.0   9.89626347237e-05  0.0  400.0 
       158     0  -0.000386763501886  -8.87229156743e-07    0.00037480744188   4.63170054103e-05  0.0  -0.000235797741343  0.0  400.0 
       159     0    0.00217844982204   6.93017372255e-05   0.000338478774699   3.05942411676e-05  0.0   0.000188447570527  0.0  400.0 
       160     0  -0.000553754235903  -1.86585088625e-05   -0.00021500108027   1.01942628083e-05  0.0  -0.000192150166471  0.0  400.0 
       161     0  -0.000506844901002  -3.46419965795e-06   6.10558866894e-05   4.69424215036e-06  0.0    -6.084403766e-05  0.0  400.0 
       162     0   0.000616393980187   1.12197520025e-05  -0.000862679266591   4.95701912409e-05  0.0   0.000166539537983  0.0  400.0 
       163     0    0.00185748684512   5.43501493238e-05   0.000921689403222  -6.67876983974e-06  0.0    6.4956418756e-05  0.0  400.0 
       164     0    0.00220799649379   5.21474693165e-05   2.96937036783e-05   1.98488300573e-05  0.0     5.651223425e-05  0.0  400.0 
       165     0   0.000789954596969   2.92985089917e-05   0.000444490553477   2.01908649895e-05  0.0    0.00010011046839  0.0  400.0 
       166     0   3.00512959926e-05   1.14023859718e-05    0.00113093473609  -3.53952711612e-05  0.0   1.69306737226e-05  0.0  400.0 
       167     0    0.00129926308841   2.33491759106e-05   -0.00049368247607    4.1264597141e-05  0.0  -1.63966679664e-05  0.0  400.0 
       168     0   -0.00192428313747  -3.52999959749e-05  -0.000434986024211   3.08065619984e-05  0.0  -0.000197668457338  0.0  400.0 
       169     0   -0.00105280312045  -1.97967261132e-05   0.000347978891687   6.75141659522e-06  0.0   0.000241717134434  0.0  400.0 
       170     0  -0.000109717396659   -7.5442058613e-06   0.000468397215647   1.97490484044e-05  0.0  -0.000228158759296  0.0  400.0 
       171     0    0.00257533078575    7.6980139352e-05  -0.000751990564513   3.56020195721e-05  0.0   8.88106432647e-05  0.0  400.0 
       172     0  -0.000406790314124  -1.23716260262e-05    0.00157630530629  -8.95459867604e-06  0.0   -1.8295217365e-05  0.0  400.0 
       173     0   0.000220545222582   1.75406755867e-05    0.00046281221257    7.0380292034e-05  0.0   0.000164275213517  0.0  400.0 
       174     0    0.00182141954175   5.27526454142e-05  -0.000149384490046   4.53374385169e-05  0.0   2.25174920783e-05  0.0  400.0 
       175     0   1.92501959373e-05  -9.04376465162e-06  -0.000170665265267  -2.87979659136e-06  0.0  -1.01199138599e-05  0.0  400.0 
       176     0    0.00201782999086   4.13167197635e-05  -0.000404339676725    6.6395625634e-05  0.0   2.06617887009e-05  0.0  400.0 
       177     0  -7.73934970062e-05  -3.82208208031e-07  -0.000520297520422   4.94035897037e-05  0.0   0.000230139133856  0.0  400.0 
       178     0    0.00182282405615   5.59501405519e-05  -0.000257720727612   4.81430607364e-05  0.0   0.000120633119994  0.0  400.0 
       179     0     0.0031053850709    7.8214586825e-05  -0.000170991451877   1.22005307066e-05  0.0  -3.57791978807e-05  0.0  400.0 
       180     0    0.00112561550279    2.6408196755e-05   0.000483542037073  -1.17758782791e-05  0.0  -0.000199346299805  0.0  400.0 
       181     0  -0.000316587108958  -7.29433274155e-06   0.000688896506895   3.10716026944e-06  0.0    0.00022934040173  0.0  400.0 
       182     0  -0.000536627650514  -1.69189021331e-05   0.000274554423222  -2.26194680604e-05  0.0   3.90259882925e-06  0.0  400.0 
       183     0    0.00217481825825   5.30707981364e-05   0.000316494837079  -1.38363054359e-05  0.0  -7.58823909075e-05  0.0  400.0 
       184     0    0.00301081756845   9.08365286875e-05    0.00112812949187  -1.26108501872e-05  0.0   2.94701370235e-05  0.0  400.0 
       185     0   -0.00112490013243  -1.46076599808e-05  -0.000102967194619  -4.65705207887e-05  0.0  -0.000216537468863  0.0  400.0 
       186     0    0.00195136781566    4.3573141172e-05   0.000225153605598   3.51407608668e-05  0.0   0.000228912701062  0.0  400.0 
       187     0    0.00337653322071   6.82135472613e-05   -0.00016703322122   5.75696473506e-05  0.0   0.000190736532341  0.0  400.0 
       188     0   0.000904417194568   2.10612562493e-05    0.00014140340397   5.84840018015e-05  0.0  -0.000179416784478  0.0  400.0 
       189     0    0.00212107581631   7.27144288231e-05  -0.000610876201302   4.25379051836e-05  0.0   0.000199294772643  0.0  400.0 
       190     0    0.00018623298412   1.69030357571e-05   0.000517467726091  -4.24752297716e-06  0.0   1.93025850166e-05  0.0  400.0 
       191     0    0.00212337160051   6.46239195274e-05   0.000815798798807   7.87072338593e-07  0.0    7.8514669955e-05  0.0  400.0 
       192     0    0.00194029440226   3.38810064914e-05   0.000741451246058   4.84633497864e-05  0.0   0.000109403176052  0.0  400.0 
       193     0   0.000102147491982   2.22414632909e-05  -3.87431734366e-05   2.25257842313e-05  0.0  -8.88733151604e-05  0.0  400.0 
       194     0   -0.00103320108637   3.18119706461e-06   -0.00110310238099   1.74595373439e-05  0.0   8.93902641323e-05  0.0  400.0 
       195     0   0.000533030382481   2.40047654552e-05   0.000244950685275   4.11229126272e-05  0.0  -0.000104321188125  0.0  400.0 
       196     0   -0.00062683307507   9.85060140951e-06  -0.000778267187924   1.66643421272e-05  0.0  -3.00929815047e-05  0.0  400.0 
       197     0   0.000663063455342   3.42984838725e-05   7.49337799778e-05   1.41467952224e-05  0.0  -9.06676264052e-05  0.0  400.0 
       198     0   0.000484282153095   1.21768973899e-05  -0.000605488921654   9.47333055611e-06  0.0   0.000156154917908  0.0  400.0 
       199     0   -0.00264771182976  -5.19662137714e-05    -0.0005233412919  -1.08005774401e-05  0.0   0.000198206510111  0.0  400.0 
       200     0    0.00200061740356   4.39614350833e-05  -0.000233562975292  -2.54605943536e-05  0.0   0.000248127094384  0.0  400.0 
       201     0    0.00133180027424   2.20223001879e-05   0.000421588352618  -4.27421134132e-06  0.0   4.98936265231e-06  0.0  400.0 
       202     0   0.000210075004502   8.04907982131e-06  -0.000162937366933   3.53682026086e-05  0.0  -0.000137287983919  0.0  400.0 
       203     0    0.00262767050019    4.7576042375e-05   0.000128924254761   2.06291601139e-05  0.0  -0.000159374665252  0.0  400.0 
       204     0   -0.00110892888517  -3.37282181061e-05   0.000407001879871   3.34556297897e-05  0.0   -1.5684618695e-05  0.0  400.0 
       205     0   0.000145209478114  -1.47527554031e-05   0.000304883823037   1.04770540683e-05  0.0  -0.000236235622319  0.0  400.0 
       206     0    0.00376323624288   6.19493676494e-05   0.000185779666153  -2.40507788264e-05  0.0  -0.000200906061233  0.0  400.0 
       207     0    0.00238841286711   2.90747448046e-05  -0.000755579173488   4.61189314092e-05  0.0   0.000229614362686  0.0  400.0 
       208     0    0.00147731289864   2.82763485673e-05  -0.000704361239159   3.45737241908e-05  0.0     0.0002031791386  0.0  400.0 
       209     0   -0.00187029046422  -3.60985379458e-05   0.000400558756111  -2.26289906665e-06  0.0  -0.000107560541015  0.0  400.0 
       210     0  -0.000240935053008    2.5555310897e-06   0.000134713128428   3.99331184324e-05  0.0  -0.000116293579793  0.0  400.0 
